Gene_1	Gene_2	dnds	dN	dS
p12.G7	p11.H9	0.0267	0.0049	0.1822
p23.H1	p11.H9	0.0299	0.0049	0.1645
p23.H1	p12.G7	0.0201	0.0049	0.2421
p26.A2	p11.H9	0.0299	0.0049	0.1645
p26.A2	p12.G7	0.0201	0.0049	0.2421
p26.E9	p11.H9	0.0544	0.0049	0.0902
p26.E9	p12.G7	0.0010	0.0001	0.1058
p26.E9	p23.H1	0.0349	0.0049	0.1403
p26.E9	p26.A2	0.0349	0.0049	0.1403
p26.F2	p11.H9	0.0299	0.0049	0.1645
p26.F2	p12.G7	0.0201	0.0049	0.2421
p26.F2	p26.E9	0.0349	0.0049	0.1403
p26.G7	p11.H9	0.0160	0.0024	0.1530
p26.G7	p12.G7	0.0348	0.0024	0.0695
p26.G7	p23.H1	0.0117	0.0024	0.2093
p26.G7	p26.A2	0.0117	0.0024	0.2093
p26.G7	p26.E9	0.0233	0.0024	0.1045
p26.G7	p26.F2	0.0117	0.0024	0.2093
p2.B9	p11.H9	0.0299	0.0049	0.1645
p2.B9	p12.G7	0.0201	0.0049	0.2421
p2.B9	p26.E9	0.0349	0.0049	0.1403
p2.B9	p26.G7	0.0117	0.0024	0.2093
p3.C1	p11.H9	0.0160	0.0024	0.1530
p3.C1	p12.G7	0.0348	0.0024	0.0695
p3.C1	p23.H1	0.0117	0.0024	0.2093
p3.C1	p26.A2	0.0117	0.0024	0.2093
p3.C1	p26.E9	0.0233	0.0024	0.1045
p3.C1	p26.F2	0.0117	0.0024	0.2093
p3.C1	p2.B9	0.0117	0.0024	0.2093
p3.C8	p11.H9	0.0299	0.0049	0.1645
p3.C8	p12.G7	0.0201	0.0049	0.2421
p3.C8	p26.E9	0.0349	0.0049	0.1403
p3.C8	p26.G7	0.0117	0.0024	0.2093
p3.C8	p3.C1	0.0117	0.0024	0.2093
p6.G8	p12.G7	0.0267	0.0049	0.1822
p6.G8	p23.H1	0.0299	0.0049	0.1645
p6.G8	p26.A2	0.0299	0.0049	0.1645
p6.G8	p26.E9	0.0544	0.0049	0.0902
p6.G8	p26.F2	0.0299	0.0049	0.1645
p6.G8	p26.G7	0.0160	0.0024	0.1530
p6.G8	p2.B9	0.0299	0.0049	0.1645
p6.G8	p3.C1	0.0160	0.0024	0.1530
p6.G8	p3.C8	0.0299	0.0049	0.1645
p7.B1	p11.H9	0.0355	0.0049	0.1384
p7.B1	p12.G7	0.0010	0.0002	0.1548
p7.B1	p23.H1	0.0347	0.0049	0.1413
p7.B1	p26.A2	0.0347	0.0049	0.1413
p7.B1	p26.E9	0.0010	0.0001	0.1149
p7.B1	p26.F2	0.0347	0.0049	0.1413
p7.B1	p26.G7	0.0191	0.0024	0.1278
p7.B1	p2.B9	0.0347	0.0049	0.1413
p7.B1	p3.C1	0.0191	0.0024	0.1278
p7.B1	p3.C8	0.0347	0.0049	0.1413
p7.B1	p6.G8	0.0355	0.0049	0.1384
p25.G7	p11.H9	0.0309	0.0049	0.1578
p25.G7	p12.G7	0.0010	0.0001	0.1225
p25.G7	p23.H1	0.0305	0.0049	0.1594
p25.G7	p26.A2	0.0305	0.0049	0.1594
p25.G7	p26.E9	0.0010	0.0001	0.0815
p25.G7	p26.F2	0.0305	0.0049	0.1594
p25.G7	p26.G7	0.0345	0.0024	0.0703
p25.G7	p2.B9	0.0305	0.0049	0.1594
p25.G7	p3.C1	0.0345	0.0024	0.0703
p25.G7	p3.C8	0.0305	0.0049	0.1594
p25.G7	p6.G8	0.0309	0.0049	0.1578
p25.G7	p7.B1	0.0010	0.0002	0.1580
p24.E1	p11.H9	0.0736	0.0049	0.0667
p24.E1	p12.G7	0.0010	0.0001	0.1305
p24.E1	p23.H1	0.0347	0.0049	0.1412
p24.E1	p26.A2	0.0347	0.0049	0.1412
p24.E1	p26.E9	0.0010	0.0001	0.0674
p24.E1	p26.F2	0.0347	0.0049	0.1412
p24.E1	p26.G7	0.0234	0.0024	0.1041
p24.E1	p2.B9	0.0347	0.0049	0.1412
p24.E1	p3.C1	0.0234	0.0024	0.1041
p24.E1	p3.C8	0.0347	0.0049	0.1412
p24.E1	p6.G8	0.0736	0.0049	0.0667
p24.E1	p7.B1	0.0010	0.0001	0.0903
p24.E1	p25.G7	0.0010	0.0001	0.1067
p5.F9	p11.H9	0.0299	0.0049	0.1645
p5.F9	p12.G7	0.0201	0.0049	0.2421
p5.F9	p26.E9	0.0349	0.0049	0.1403
p5.F9	p26.G7	0.0117	0.0024	0.2093
p5.F9	p3.C1	0.0117	0.0024	0.2093
p5.F9	p6.G8	0.0299	0.0049	0.1645
p5.F9	p7.B1	0.0347	0.0049	0.1413
p5.F9	p25.G7	0.0305	0.0049	0.1594
p5.F9	p24.E1	0.0347	0.0049	0.1412
p1.A9	p11.H9	0.0309	0.0049	0.1578
p1.A9	p12.G7	0.0010	0.0001	0.1225
p1.A9	p23.H1	0.0305	0.0049	0.1594
p1.A9	p26.A2	0.0305	0.0049	0.1594
p1.A9	p26.E9	0.0010	0.0001	0.0815
