Gene_1	Gene_2	dnds	dN	dS
p12.G7	p11.H9	0.0010	0.0001	0.0785
p23.H1	p11.H9	0.0010	0.0001	0.0628
p23.H1	p12.G7	0.0010	0.0000	0.0473
p26.A2	p11.H9	0.0010	0.0001	0.0628
p26.A2	p12.G7	0.0010	0.0000	0.0473
p26.E9	p11.H9	0.0010	0.0001	0.0958
p26.E9	p12.G7	0.0010	0.0000	0.0154
p26.E9	p23.H1	0.0010	0.0001	0.0640
p26.E9	p26.A2	0.0010	0.0001	0.0640
p26.F2	p11.H9	0.0010	0.0001	0.0628
p26.F2	p12.G7	0.0010	0.0000	0.0473
p26.F2	p26.E9	0.0010	0.0001	0.0640
p26.G7	p11.H9	0.0010	0.0000	0.0145
p26.G7	p12.G7	0.0010	0.0001	0.0628
p26.G7	p23.H1	0.0010	0.0000	0.0471
p26.G7	p26.A2	0.0010	0.0000	0.0471
p26.G7	p26.E9	0.0010	0.0001	0.0798
p26.G7	p26.F2	0.0010	0.0000	0.0471
p2.B9	p11.H9	0.0010	0.0001	0.0628
p2.B9	p12.G7	0.0010	0.0000	0.0473
p2.B9	p26.E9	0.0010	0.0001	0.0640
p2.B9	p26.G7	0.0010	0.0000	0.0471
p3.C1	p11.H9	0.0010	0.0000	0.0147
p3.C1	p12.G7	0.0010	0.0001	0.0628
p3.C1	p23.H1	0.0010	0.0000	0.0471
p3.C1	p26.A2	0.0010	0.0000	0.0471
p3.C1	p26.E9	0.0010	0.0001	0.0798
p3.C1	p26.F2	0.0010	0.0000	0.0471
p3.C1	p2.B9	0.0010	0.0000	0.0471
p3.C8	p11.H9	0.0010	0.0001	0.0628
p3.C8	p12.G7	0.0010	0.0000	0.0473
p3.C8	p26.E9	0.0010	0.0001	0.0640
p3.C8	p26.G7	0.0010	0.0000	0.0471
p3.C8	p3.C1	0.0010	0.0000	0.0471
p6.G8	p12.G7	0.0010	0.0001	0.0785
p6.G8	p23.H1	0.0010	0.0001	0.0628
p6.G8	p26.A2	0.0010	0.0001	0.0628
p6.G8	p26.E9	0.0010	0.0001	0.0958
p6.G8	p26.F2	0.0010	0.0001	0.0628
p6.G8	p26.G7	0.0010	0.0000	0.0152
p6.G8	p2.B9	0.0010	0.0001	0.0628
p6.G8	p3.C1	0.0010	0.0000	0.0152
p6.G8	p3.C8	0.0010	0.0001	0.0628
p7.B1	p11.H9	0.0010	0.0001	0.1251
p7.B1	p12.G7	0.0010	0.0000	0.0425
p7.B1	p23.H1	0.0010	0.0001	0.0940
p7.B1	p26.A2	0.0010	0.0001	0.0940
p7.B1	p26.E9	0.0010	0.0001	0.0614
p7.B1	p26.F2	0.0010	0.0001	0.0940
p7.B1	p26.G7	0.0010	0.0001	0.1094
p7.B1	p2.B9	0.0010	0.0001	0.0940
p7.B1	p3.C1	0.0010	0.0001	0.1094
p7.B1	p3.C8	0.0010	0.0001	0.0940
p7.B1	p6.G8	0.0010	0.0001	0.1251
p25.G7	p11.H9	0.0385	0.0031	0.0800
p25.G7	p12.G7	0.0315	0.0031	0.0976
p25.G7	p23.H1	0.0377	0.0031	0.0813
p25.G7	p26.A2	0.0377	0.0031	0.0813
p25.G7	p26.E9	0.0376	0.0031	0.0815
p25.G7	p26.F2	0.0377	0.0031	0.0813
p25.G7	p26.G7	0.0480	0.0031	0.0640
p25.G7	p2.B9	0.0377	0.0031	0.0813
p25.G7	p3.C1	0.0480	0.0031	0.0640
p25.G7	p3.C8	0.0377	0.0031	0.0813
p25.G7	p6.G8	0.0385	0.0031	0.0800
p25.G7	p7.B1	0.0277	0.0031	0.1117
p24.E1	p11.H9	0.0010	0.0000	0.0305
p24.E1	p12.G7	0.0010	0.0001	0.0787
p24.E1	p23.H1	0.0010	0.0001	0.0630
p24.E1	p26.A2	0.0010	0.0001	0.0630
p24.E1	p26.E9	0.0010	0.0001	0.0960
p24.E1	p26.F2	0.0010	0.0001	0.0630
p24.E1	p26.G7	0.0010	0.0000	0.0153
p24.E1	p2.B9	0.0010	0.0001	0.0630
p24.E1	p3.C1	0.0010	0.0000	0.0146
p24.E1	p3.C8	0.0010	0.0001	0.0630
p24.E1	p6.G8	0.0010	0.0000	0.0305
p24.E1	p7.B1	0.0010	0.0001	0.1254
p24.E1	p25.G7	0.0384	0.0031	0.0801
p5.F9	p11.H9	0.0010	0.0001	0.0628
p5.F9	p12.G7	0.0010	0.0000	0.0473
p5.F9	p26.E9	0.0010	0.0001	0.0592
p5.F9	p26.G7	0.0010	0.0000	0.0471
p5.F9	p3.C1	0.0010	0.0000	0.0471
p5.F9	p6.G8	0.0010	0.0001	0.0628
p5.F9	p7.B1	0.0010	0.0001	0.0940
p5.F9	p25.G7	0.0377	0.0031	0.0813
p5.F9	p24.E1	0.0010	0.0001	0.0630
p1.A9	p11.H9	0.0010	0.0001	0.0958
p1.A9	p12.G7	0.0010	0.0000	0.0154
p1.A9	p23.H1	0.0010	0.0001	0.0640
p1.A9	p26.A2	0.0010	0.0001	0.0640
p1.A9	p26.F2	0.0010	0.0001	0.0640
p1.A9	p26.G7	0.0010	0.0001	0.0798
p1.A9	p2.B9	0.0010	0.0001	0.0591
p1.A9	p3.C1	0.0010	0.0001	0.0798
p1.A9	p3.C8	0.0010	0.0001	0.0640
p1.A9	p6.G8	0.0010	0.0001	0.0958
p1.A9	p7.B1	0.0010	0.0001	0.0614
p1.A9	p25.G7	0.0376	0.0031	0.0815
p1.A9	p24.E1	0.0010	0.0001	0.0960
p1.A9	p5.F9	0.0010	0.0001	0.0640
p3.F1	p11.H9	0.0278	0.0031	0.1113
p3.F1	p12.G7	0.1004	0.0031	0.0308
p3.F1	p23.H1	0.0387	0.0031	0.0797
p3.F1	p26.A2	0.0387	0.0031	0.0797
p3.F1	p26.E9	0.0658	0.0031	0.0469
p3.F1	p26.F2	0.0387	0.0031	0.0797
p3.F1	p26.G7	0.0324	0.0031	0.0954
p3.F1	p2.B9	0.0387	0.0031	0.0797
p3.F1	p3.C1	0.0324	0.0031	0.0954
p3.F1	p3.C8	0.0387	0.0031	0.0797
p3.F1	p6.G8	0.0278	0.0031	0.1113
p3.F1	p7.B1	0.2102	0.0031	0.0148
p3.F1	p25.G7	0.0472	0.0062	0.1311
p3.F1	p24.E1	0.0277	0.0031	0.1115
p3.F1	p5.F9	0.0387	0.0031	0.0797
p3.F1	p1.A9	0.0658	0.0031	0.0469
p6.B2	p11.H9	0.0010	0.0000	0.0472
p6.B2	p12.G7	0.0010	0.0000	0.0316
p6.B2	p23.H1	0.0010	0.0000	0.0158
p6.B2	p26.A2	0.0010	0.0000	0.0152
p6.B2	p26.E9	0.0010	0.0000	0.0482
p6.B2	p26.F2	0.0010	0.0000	0.0158
p6.B2	p26.G7	0.0010	0.0000	0.0315
p6.B2	p2.B9	0.0010	0.0000	0.0151
p6.B2	p3.C1	0.0010	0.0000	0.0297
p6.B2	p3.C8	0.0010	0.0000	0.0158
p6.B2	p6.G8	0.0010	0.0000	0.0472
p6.B2	p7.B1	0.0010	0.0001	0.0785
p6.B2	p25.G7	0.0469	0.0031	0.0652
p6.B2	p24.E1	0.0010	0.0000	0.0474
p6.B2	p5.F9	0.0010	0.0000	0.0151
p6.B2	p1.A9	0.0010	0.0000	0.0482
p6.B2	p3.F1	0.0481	0.0031	0.0639
p24.H5	p11.H9	0.0246	0.0031	0.1260
p24.H5	p12.G7	0.0678	0.0031	0.0457
p24.H5	p23.H1	0.0327	0.0031	0.0947
p24.H5	p26.A2	0.0327	0.0031	0.0947
p24.H5	p26.E9	0.0500	0.0031	0.0618
p24.H5	p26.F2	0.0327	0.0031	0.0947
p24.H5	p26.G7	0.0281	0.0031	0.1101
p24.H5	p2.B9	0.0327	0.0031	0.0947
p24.H5	p3.C1	0.0281	0.0031	0.1101
p24.H5	p3.C8	0.0327	0.0031	0.0947
p24.H5	p6.G8	0.0246	0.0031	0.1260
p24.H5	p25.G7	0.0554	0.0062	0.1119
p24.H5	p24.E1	0.0246	0.0031	0.1262
p24.H5	p5.F9	0.0327	0.0031	0.0947
p24.H5	p1.A9	0.0500	0.0031	0.0618
p24.H5	p3.F1	0.4210	0.0062	0.0148
p24.H5	p6.B2	0.0390	0.0031	0.0791
p13.H12	p11.H9	0.0010	0.0001	0.1116
p13.H12	p12.G7	0.0010	0.0000	0.0308
p13.H12	p23.H1	0.0010	0.0001	0.0799
p13.H12	p26.A2	0.0010	0.0001	0.0799
p13.H12	p26.E9	0.0010	0.0000	0.0148
p13.H12	p26.F2	0.0010	0.0001	0.0799
p13.H12	p26.G7	0.0010	0.0001	0.0956
p13.H12	p2.B9	0.0010	0.0001	0.0799
p13.H12	p3.C1	0.0010	0.0001	0.0956
p13.H12	p3.C8	0.0010	0.0001	0.0799
p13.H12	p6.G8	0.0010	0.0001	0.1116
p13.H12	p7.B1	0.0010	0.0000	0.0450
p13.H12	p25.G7	0.0315	0.0031	0.0976
p13.H12	p24.E1	0.0010	0.0001	0.1118
p13.H12	p5.F9	0.0010	0.0001	0.0799
p13.H12	p1.A9	0.0010	0.0000	0.0148
p13.H12	p3.F1	0.1014	0.0031	0.0305
p13.H12	p6.B2	0.0010	0.0001	0.0641
p13.H12	p24.H5	0.0685	0.0031	0.0453
p26.E6	p11.H9	0.0385	0.0031	0.0800
p26.E6	p12.G7	0.0315	0.0031	0.0976
p26.E6	p23.H1	0.0377	0.0031	0.0813
p26.E6	p26.A2	0.0377	0.0031	0.0813
p26.E6	p26.E9	0.0376	0.0031	0.0815
p26.E6	p26.F2	0.0377	0.0031	0.0813
p26.E6	p26.G7	0.0480	0.0031	0.0640
p26.E6	p2.B9	0.0377	0.0031	0.0813
p26.E6	p3.C1	0.0480	0.0031	0.0640
p26.E6	p3.C8	0.0377	0.0031	0.0813
p26.E6	p6.G8	0.0385	0.0031	0.0800
p26.E6	p7.B1	0.0277	0.0031	0.1117
p26.E6	p24.E1	0.0384	0.0031	0.0801
p26.E6	p5.F9	0.0377	0.0031	0.0813
p26.E6	p1.A9	0.0376	0.0031	0.0815
p26.E6	p3.F1	0.0472	0.0062	0.1311
p26.E6	p6.B2	0.0469	0.0031	0.0652
p26.E6	p24.H5	0.0554	0.0062	0.1119
p26.E6	p13.H12	0.0315	0.0031	0.0976
p4.A6	p11.H9	0.0010	0.0000	0.0305
p4.A6	p12.G7	0.0010	0.0001	0.0787
p4.A6	p23.H1	0.0010	0.0001	0.0630
p4.A6	p26.A2	0.0010	0.0001	0.0630
p4.A6	p26.E9	0.0010	0.0001	0.0960
p4.A6	p26.F2	0.0010	0.0001	0.0630
p4.A6	p26.G7	0.0010	0.0000	0.0153
p4.A6	p2.B9	0.0010	0.0001	0.0630
p4.A6	p3.C1	0.0010	0.0000	0.0153
p4.A6	p3.C8	0.0010	0.0001	0.0630
